bookID,title,authors,average_rating,isbn,isbn13,language_code,# num_pages,ratings_count,text_reviews_count
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato-C.D.C. Reeve,4.05,872207889,9.78087E+12,eng,272,146,4
1342,Gorgias/Phaedrus (Agora),Plato-James H. Nichols Jr.,4.41,801435307,9.7808E+12,eng,233,15,1
1351,Statesman,Plato-C.J. Rowe,3.84,872204626,9.78087E+12,eng,128,25,6
1354,Gorgias,Plato-Walter Hamilton-Chris Emlyn-Jones,3.95,140449043,9.78014E+12,en-GB,208,7840,180
1356,Lysis/Symposium/Gorgias,Plato-W.R.M. Lamb,4.39,674991842,9.78067E+12,eng,560,426,5
1362,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140449086,9.78014E+12,eng,716,32923,558
1363,The Histories,Herodotus-Aubrey de Sélincourt-John M. Marincola,3.98,140446389,9.78014E+12,eng,622,223,18
1364,The History (Great Minds),Herodotus-Henry Francis Cary,3.98,879757779,9.78088E+12,en-US,613,2,0
1365,The Histories,Herodotus-Carolyn Dewald-Robin Waterfield,3.98,192824252,9.78019E+12,eng,772,265,39
1366,The Histories,Herodotus-Aubrey de Sélincourt-Andrew Robert Burn,3.98,140440348,9.78014E+12,en-US,653,134,17
1367,The Histories,Herodotus-Jennifer Tolbert Roberts-Walter Blanco,3.98,393959465,9.78039E+12,en-US,464,38,5
1368,The Histories,Herodotus-Edward Henry Blakeney-George Rawlinson-Rosalind Thomas,3.98,375400613,9.78038E+12,en-US,816,125,10
1369,The History,Herodotus-Peter Grene,3.98,226327701,9.78023E+12,en-US,710,36,6
1371,The Iliad,Homer-Robert Fagles-Bernard Knox,3.85,140275363,9.78014E+12,eng,683,275201,3218
1373,Iliad,Homer-Stanley Lombardo-Sheila Murnaghan,3.85,872203522,9.78087E+12,en-US,574,995,131
1374,The Iliad,Homer-Robert Fitzgerald-Andrew Ford,3.85,374529051,9.78037E+12,en-US,588,664,72
1375,The Iliad/The Odyssey,Homer-Robert Fagles-Bernard Knox,4.03,147712556,9.78015E+12,eng,1556,53185,367
1376,The Iliad,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.85,140447946,9.78014E+12,eng,462,1844,111
1377,The Iliad,Homer-W.H.D. Rouse,3.85,451527372,9.78045E+12,en-US,312,151,14
1378,The Essential Iliad,Homer-Sheila Murnaghan-Stanley Lombardo,3.95,872205428,9.78087E+12,en-US,215,197,16
1381,The Odyssey,Homer-Robert Fagles-Bernard Knox,3.75,143039954,9.78014E+12,eng,541,730272,6249
1382,The Odyssey,Homer-Robert Fitzgerald-D.S. Carne-Ross,3.75,374525749,9.78037E+12,eng,515,1650,173
1383,The Odyssey,Homer-Richmond Lattimore,3.75,60931957,9.78006E+12,eng,374,1100,78
1384,The Odyssey,Homer-E.V. Rieu-Peter Jones-D.C.H. Rieu,3.75,140449116,9.78014E+12,eng,324,2405,159
1387,The Odyssey,Homer-W.H.D. Rouse,3.75,451527364,9.78045E+12,eng,304,252,24
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil-Barbara Weiden Boyd,4.34,086516584X,9.78087E+12,eng,161,65,6
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil-Henry Rushton Fairclough-G.P. Goold,4.31,067499583X,9.78067E+12,mul,607,368,10
1403,City Eclogue,Ed Roberson,4.14,1891190237,9.78189E+12,eng,136,66,7
1405,The Eclogues and The Georgics,Virgil-Cecil Day-Lewis,3.82,192837680,9.78019E+12,eng,180,237,14
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.9,155832125X,9.78156E+12,eng,272,52,0
1414,The Riverside Shakespeare,William Shakespeare-G. Blakemore Evans,4.55,395754909,9.7804E+12,eng,2057,3702,163
1417,The Complete Pelican Shakespeare,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.59,141000589,9.78014E+12,eng,1808,559,25
1419,The Complete Works,William Shakespeare,4.49,517092948,9.78052E+12,eng,1248,62,6
1420,Hamlet,William Shakespeare-Harold Bloom-Rex Gibson,4.01,521618746,9.78052E+12,eng,289,577429,6702
1421,The Oxford Shakespeare: The Complete Works,William Shakespeare-Stanley Wells-Gary Taylor,4.62,199267170,9.7802E+12,eng,1420,488,38
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company-Jess Borgeson-Adam Long-Daniel Singer-Jess Winfield,4.46,1557831572,9.78156E+12,eng,137,7970,117
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho-Alan R. Clarke,3.65,006251279X,9.78006E+12,en-US,272,878,90
1425,The Valkyries,Paulo Coelho-Alan R. Clarke,3.31,62513346,9.78006E+12,en-US,212,696,56
1426,Warrior of the Light,Paulo Coelho,3.7,60527986,9.78006E+12,en-US,142,21578,905
1427,The Zahir,Paulo Coelho-Margaret Jull Costa,3.57,60832819,9.78006E+12,eng,336,56713,2500
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho-Alan R. Clarke,3.57,61122092,9.78006E+12,eng,208,68403,2644
1429,The Fifth Mountain,Paulo Coelho-Clifford E. Landers,3.62,60930136,9.78006E+12,en-US,256,749,49
1430,Eleven Minutes,Paulo Coelho-Margaret Jull Costa,3.69,60589280,9.78006E+12,eng,273,114826,4731
1431,Veronika Decides to Die,Paulo Coelho-Margaret Jull Costa,3.7,61124265,9.78006E+12,eng,210,126224,5201
1433,Hamlet,William Shakespeare-Stephen Orgel-A.R. Braunmuller,4.01,140714545,9.78014E+12,eng,148,1605,116
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.68,764586033,9.78076E+12,en-US,129,65,6
1438,Shakespeare's Hamlet,William Shakespeare-Terri Mategrano,4.04,764585681,9.78076E+12,eng,240,98,16
1439,Hamlet's Mill: An Essay Investigating  the Origins of Human Knowledge & Its Transmission Through Myth,Giorgio De Santillana-Hertha Von Dechend,4.27,879232153,9.78088E+12,eng,450,458,52
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides-C.F. Smith,4.3,674991206,9.78067E+12,mul,496,191,7
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides-Paul Woodruff,3.72,872201686,9.78087E+12,eng,172,567,13
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides-C.F. Smith,4.34,674991222,9.78067E+12,mul,400,36,0
1445,The Peloponnesian War,Thucydides-Steven Lattimore,3.89,872203948,9.78087E+12,eng,530,151,23
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides-Jennifer Tolbert Roberts-Walter Blanco,3.89,393971678,9.78039E+12,eng,554,24,4
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides-C.F. Smith,4.28,674991877,9.78067E+12,eng,480,33,0
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,929524357,9.78093E+12,eng,34,2,0
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides-Richmond Lattimore-David Grene-Rex Warner-Ralph Gladstone,4.03,226307808,9.78023E+12,eng,221,4482,52
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides-David Grene-Richmond Lattimore-Emily Townsend Vermeule-Elizabeth Wyckoff-William Arrowsmith,4.21,226307840,9.78023E+12,eng,228,3313,44
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides-David Grene-Richmond Lattimore-William Arrowsmith-Frank William Jones-Charles R. Walker,4.21,226307832,9.78023E+12,eng,307,546,8
1466,Grief Lessons: Four Plays by Euripides,Euripides-Anne Carson,4.39,1590171802,9.78159E+12,eng,312,593,68
1467,Ten Plays,Euripides-Moses Hadas-John Maclean,4.17,553213636,9.78055E+12,en-US,432,1430,21
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides-David Grene-Richmond Lattimore-William Arrowsmith-John Frederick Nims-Ronald Frederick Willetts,3.98,226307824,9.78023E+12,eng,255,535,15
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides-David Grene-Richmond Lattimore-Witter Bynner-William Arrowsmith,4.33,226307816,9.78023E+12,eng,264,734,12
1473,Medea and Other Plays,Euripides-John Davie-Richard Rutherford,4.03,140449299,9.78014E+12,eng,206,8994,113
1474,Cyclops. Alcestis. Medea,Euripides-David Kovacs,4.21,674995600,9.78067E+12,eng,432,58,4
1475,Medea,Euripides-Donald J. Mastronarde,3.85,521643864,9.78052E+12,grc,431,199,9
1476,The Bacchae and Other Plays,Euripides-John Davie-Richard Rutherford,4.13,140447261,9.78014E+12,eng,360,153,8
1479,Bakkhai,Euripides-Reginald Gibbons-Peter H. Burian,3.86,195125983,9.7802E+12,eng,160,146,13
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides-David Thompson-J. Michael Walton,3.78,413752801,9.78041E+12,eng,192,9,0
1486,The Trojan Women and Hippolytus,Euripides,3.56,486424626,9.78049E+12,eng,64,31,4
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.85,393325830,9.78039E+12,eng,128,108,6
1489,Orestes and Other Plays,Euripides-James Morwood-Robin Waterfield,4.07,192832603,9.78019E+12,eng,282,146,2
1494,Alcestis,Euripides-William Arrowsmith,3.83,195061667,9.7802E+12,eng,142,1824,85
1495,Suppliant Women  Electra  Heracles,Euripides-David Kovacs,4.47,067499566X,9.78067E+12,eng,464,30,4
1498,Helen,Euripides-A. Dale,3.69,090651598X,9.78091E+12,eng,216,5,1
1499,Medea,Euripides-Georgia Ann Machemer-Michael   Collier,3.85,195145666,9.7802E+12,eng,116,339,33
1504,Euripides: Medea,William Allan,3.88,071563187X,9.78072E+12,eng,160,17,1
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,822004240,9.78082E+12,eng,69,5,0
1509,Trojan Women/Iphigenia Among the Taurians/Ion,Euripides-David Kovacs,3.97,674995740,9.78067E+12,eng,528,27,2
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides-Pantelis Michelakis,4.02,715629948,9.78072E+12,eng,144,12,1
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides-David Grene-Richmond Lattimore,4.48,226307662,9.78023E+12,eng,672,46,7
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus-David Grene-Richmond Lattimore,4.01,226307786,9.78023E+12,en-US,171,688,50
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus-David Grene-Richmond Lattimore-Seth Benardete,4.1,226307948,9.78023E+12,eng,188,382,25
1518,The Oresteia,Aeschylus-Alan Shapiro-Peter H. Burian,4.01,019513592X,9.7802E+12,eng,304,76,7
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus-Robert Fagles-William Bedell Stanford,4.01,140443339,9.78014E+12,eng,335,27759,536
1521,Oresteia,Aeschylus-Peter Meineck-Helene P. Foley,4.01,872203905,9.78087E+12,eng,224,286,20
1523,Prometheus Bound and Other Plays,Aeschylus-Philip Vellacott,4.1,140441123,9.78014E+12,eng,160,4075,55
1525,The Oresteia,Aeschylus-Ted Hughes,4.01,374527059,9.78037E+12,en-US,208,211,25
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.01,081221627X,9.78081E+12,eng,178,12,3
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus-Richmond Lattimore-David Grene,4.11,226307646,9.78023E+12,eng,358,75,7
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,521539811,9.78052E+12,eng,95,28,3
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus-George Thomson-Richard Seaford,4.01,1400041929,9.7814E+12,eng,127,61,7
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus-David R. Slavitt-Smith Palmer Bovie,4.1,812216717,9.78081E+12,en-GB,232,12,2
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus-E.D.A. Morshead,4.01,486292428,9.78049E+12,eng,151,87,8
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus-E.D.A. Morshead,4.1,1419150014,9.78142E+12,eng,208,1,0
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles-David Grene-Richmond Lattimore-John Moore-Michael Jameson,4.14,226307867,9.78023E+12,eng,254,4952,34
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles-Paul Roche,3.97,452011671,9.78045E+12,eng,288,529,45
1538,The Complete Plays,Sophocles-Paul Roche,4.27,451527844,9.78045E+12,eng,420,2856,37
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles-Robert Fitzgerald-Dudley Fitts,3.97,015602764X,9.78016E+12,eng,259,44470,672
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles-Robert Fagles-Bernard Knox,3.97,140444254,9.78014E+12,eng,430,2825,271
1543,Ajax/Electra/Oedipus Tyrannus,Sophocles-Hugh Lloyd-Jones,4.49,674995570,9.78067E+12,eng,496,104,7
1546,Theban Plays,Sophocles-Peter Meineck-Paul Woodruff,3.97,872205851,9.78087E+12,en-US,304,102,7
1547,The Theban Plays (Everyman's Library  #93),Sophocles-David Grene-Charles Segal,3.97,679431322,9.78068E+12,en-US,223,53,3
1548,Electra and Other Plays,Sophocles-E.F. Watling,4.14,140440283,9.78014E+12,eng,218,132,9
1549,Antigone / Oedipus the King / Electra,Sophocles-Edith Hall-H.D.F. Kitto,3.94,192835882,9.78019E+12,eng,178,13060,183
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles-J.E. Thomas,3.69,1580495931,9.78158E+12,eng,75,134960,1646
1555,The Oedipus Plays of Sophocles,Sophocles-Paul Roche,3.97,451621603,9.78045E+12,eng,390,8,1
1558,Oedipus Rex (Greek and Latin Classics),Sophocles-Roger D. Dawe,3.69,521617359,9.78052E+12,grc,214,209,1
1559,Oedipus the King,Sophocles-Bernard Knox-Cynthia Brantley Johnson,3.69,1416500332,9.78142E+12,eng,144,706,49
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes-William Arrowsmith-Richmond Lattimore-Douglass Parker,4.06,452007178,9.78045E+12,eng,624,5986,78
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes-Jeffrey Henderson,3.92,415907446,9.78042E+12,eng,256,93,6
1562,The Complete Plays,Aristophanes-Moses Hadas,4.21,553213431,9.78055E+12,eng,577,1954,32
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes-David R. Slavitt,3.83,812234561,9.78081E+12,eng,322,4,0
1566,Clouds/Wasps/Birds (Aristophanes 1),Aristophanes-Peter Meineck,3.76,872203611,9.78087E+12,eng,480,1,0
1567,Lysistrata and Other Plays,Aristophanes-Alan H. Sommerstein,3.96,140448144,9.78014E+12,en-US,241,3723,113
1568,Acharnians,Aristophanes-Jeffrey Henderson,3.42,1585100870,9.78159E+12,eng,96,23,2
1571,Clouds,Aristophanes-Kenneth James Dover,3.76,199120099,9.7802E+12,eng,254,13,2
1572,Clouds/Wasps/Peace,Aristophanes-Jeffrey Henderson,4.12,674995376,9.78067E+12,grc,624,68,10
1573,The Birds and Other Plays,Aristophanes-David B. Barrett-Alan H. Sommerstein,4.13,140449515,9.78014E+12,eng,336,1241,17
1576,Three Plays: The Wasps / The Poet and the Women / The Frogs,Aristophanes-David B. Barrett,3.95,140441522,9.78014E+12,eng,224,372,27
1577,Four Comedies: Lysistrata / The Frogs / The Birds / Ladies' Day,Aristophanes-Dudley Fitts,4.03,156027658,9.78016E+12,eng,400,14,2
1579,Frogs/Assemblywomen/Wealth (Loeb Classical Library 180),Aristophanes-Jeffrey Henderson,4.19,674995961,9.78067E+12,grc,608,57,3
1584,Cliffs Notes on Aristophanes' Lysistrata  The Birds  The Clouds  The Frogs,W. John Campbell,2.33,822007762,49086007763,eng,80,3,0
1585,Aristophanes and Athens: An Introduction to the Plays,Douglas M. MacDowell,4.07,198721595,9.7802E+12,eng,376,14,3
1586,Lysistrata,Aristophanes-Douglass Parker,3.85,451616227,9.78045E+12,eng,98,19,2
1590,Peace,Aristophanes-S. Douglas Olson,3.58,198140819,9.7802E+12,eng,408,243,11
1591,Lysistrata,Aristophanes-Sarah Ruden,3.85,872206033,9.78087E+12,eng,132,29881,522
1592,The Knights / Peace / The Birds / The Assembly Women / Wealth,Aristophanes-Alan H. Sommerstein-David B. Barrett-David Brett,3.79,140443320,9.78014E+12,en-US,335,39,1
1595,Genres in Dialogue: Plato and the Construct of Philosophy,Andrea Wilson Nightingale,4.33,521774330,9.78052E+12,en-GB,238,5,2
1617,Night (The Night Trilogy  #1),Elie Wiesel-Marion Wiesel-François Mauriac,4.32,374500010,9.78037E+12,eng,115,834287,24227
1618,The Curious Incident of the Dog in the Night-Time,Mark Haddon,3.87,1400032717,9.7814E+12,eng,226,991627,34202
1620,The Night Gardener,George Pelecanos,3.63,316156507,9.78032E+12,eng,372,3941,353
1622,A Midsummer Night's Dream,William Shakespeare-Barbara A. Mowat-Paul Werstine-Catherine Belsey,3.94,743477545,9.78074E+12,eng,298,371813,5196
1624,West with the Night,Beryl Markham,4.19,865471185,9.78087E+12,eng,294,23110,2370
1625,Twelfth Night,William Shakespeare,3.98,743482778,9.78074E+12,eng,220,133832,2321
1627,Brokeback Mountain,Annie Proulx,3.94,743271327,9.78074E+12,eng,55,23424,1595
1629,Close Range: Brokeback Mountain and Other stories,Annie Proulx,3.99,7205589,9.78001E+12,en-GB,318,466,65
1633,Getting Things Done: The Art of Stress-Free Productivity,David    Allen,3.99,142000280,9.78014E+12,en-GB,267,95950,3597
1635,Execution: The Discipline of Getting Things Done,Larry Bossidy-Ram Charan-Charles Burck,3.86,609610570,9.78061E+12,en-US,278,21120,337
1642,Formas breves,Ricardo Piglia,4.16,843392463X,9.78843E+12,spa,144,210,27
1643,El último lector,Ricardo Piglia,4.12,8433968777,9.78843E+12,spa,209,301,20
1645,Money to Burn,Ricardo Piglia-Amanda Hopkinson,3.75,1862076650,9.78186E+12,eng,209,66,12
1646,Respiración artificial,Ricardo Piglia,3.96,8433924710,9.78843E+12,spa,218,1188,71
1654,Plata quemada,Ricardo Piglia,3.75,8433924621,9.78843E+12,spa,227,1003,54
1658,American Government: Continuity and Change  Alternate Edition,Karen  O'Connor-Larry J. Sabato,2.95,321317106,9.78032E+12,eng,664,0,0
1664,Essentials of American and Texas Government: Continuity and Change,Karen  O'Connor-Larry J. Sabato,3.5,321365208,9.78032E+12,eng,854,0,0
1667,El túnel,Ernesto Sabato,4.05,8432216429,9.78843E+12,spa,159,405,52
1677,Sobre héroes y tumbas,Ernesto Sabato,4.27,9500716054,9.7895E+12,spa,547,6294,165
1681,The Confessions (Works of Saint Augustine 1),Augustine of Hippo-John E. Rotelle-Maria Boulding,3.91,1565480848,9.78157E+12,eng,416,138,24
1684,The City of God,Augustine of Hippo-Thomas Merton-Marcus Dods,3.92,679783199,9.78068E+12,eng,905,99,15
1685,The Enchiridion on Faith Hope and Love (Augustine Series 1),Augustine of Hippo-Bruce Harbert-John E. Rotelle,4.04,1565481240,9.78157E+12,eng,144,251,19
1686,Augustine of Hippo: A Biography,Peter R.L. Brown,4.27,520227573,9.78052E+12,en-US,576,1557,95
1692,The Political Writings of St. Augustine,Augustine of Hippo-Henry Paolucci-Dino Bigongiari,3.83,895269414,9.7809E+12,eng,384,0,0
1693,On Christian Doctrine,Augustine of Hippo-D.W. Robertson Jr.,4.01,24021504,9.78002E+12,eng,191,2213,60
1698,Confessions  Books 1-13,Augustine of Hippo-Peter R.L. Brown-Frank Sheed,3.91,872201864,9.78087E+12,eng,296,73,9
1702,Saint Augustine,Garry Wills,3.53,143035983,9.78014E+12,eng,176,257,30
1703,Augustine: A Very Short Introduction,Henry Chadwick,3.74,192854526,9.78019E+12,eng,144,219,31
1707,On Genesis/A Refutation of the Manichees/The Unfinished Literal Meaning of Genesis (Works of St Augustine 1),Augustine of Hippo-Boniface Ramsey-Edmund Hill,3.94,1565482018,9.78157E+12,eng,540,26,2
1709,Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,4.06,60934913,9.78006E+12,eng,302,2428,275
1710,Confesiones de un chef,Anthony Bourdain,4.06,8466308954,9.78847E+12,spa,478,10,0
1713,The Metamorphoses of Ovid,Ovid-Allen Mandelbaum,4.05,156001268,9.78016E+12,eng,559,685,62
1715,Metamorphoses,Ovid-David Raeburn-Denis Feeney,4.05,014044789X,9.78014E+12,eng,723,46550,716
1717,Tales from Ovid,Ovid-Ted Hughes,4.23,571191037,9.78057E+12,eng,264,174,19
1718,Metamorphoses,Ovid-Bernard Knox-Charles    Martin,4.05,393058107,9.78039E+12,eng,624,27,8
1720,Ovid's Metamorphoses: Books 1-5,Ovid-William Scovil Anderson,4.25,806128941,9.78081E+12,eng,584,220,16
1721,Ovid’s Metamorphoses: Books 6-10,Ovid-William Scovil Anderson,4.3,806114568,9.78081E+12,eng,560,31,3
1722,Latin Via Ovid: A First Course,Norma Goldman-Jacob E. Nyenhuis,4.38,814317324,9.78081E+12,en-US,524,76,8
1725,The Art of Love and Other Poems,Ovid-J.H. Mozley-G.P. Goold,4.02,674992555,9.78067E+12,eng,400,93,4
1728,The Poems of Exile: Tristia and the Black Sea Letters,Ovid-Peter Green,4.12,520242602,9.78052E+12,eng,451,412,14
1729,Metamorphoses: Volume 2  Books IX-XV,Ovid-Frank Justus Miller,4.57,674990471,9.78067E+12,eng,499,60,4
1730,Metamorphoses: Volume I  Books I-VIII,Ovid-Frank Justus Miller,4.42,674990463,9.78067E+12,eng,496,757,14
1731,Practice! Practice!: A Latin Via Ovid Workbook (Revised Ed.),Norma Goldman-Michael  Rossi,4.08,814326110,9.78081E+12,eng,152,12,0
1744,Tibullus: A Commentary,Michael C.J. Putnam,3.67,806115602,9.78081E+12,eng,222,6,1
1750,Dionysiac Poetics and Euripides' Bacchae,Charles Segal,4.62,069101597X,9.78069E+12,eng,440,12,0
1752,Antigone,Sophocles-Reginald Gibbons-Charles Segal,3.63,195143108,9.7802E+12,eng,197,33,5
1761,Antigone,Sophocles-Reginald Gibbons-Charles Segal,3.63,195143736,9.7802E+12,eng,208,254,14
1771,Object-Oriented Programming in C++,Richard Johnsonbaugh-Martin Kalin,4.07,130158852,9.78013E+12,eng,640,14,0
1772,The Tower,Richard Martin Stern,3.45,446594342,9.78045E+12,eng,302,241,19
1796,The Iliad,Homer-Robert Fitzgerald,3.85,1857150600,9.78186E+12,eng,594,22,2
1800,Love  Sex & Tragedy: How the Ancient World Shapes Our Lives,Simon Goldhill,3.76,226301192,9.78023E+12,eng,345,120,15
1801,Reading Greek Tragedy,Simon Goldhill,4.04,521315794,9.78052E+12,eng,302,27,2
1804,Who Needs Greek? Contests in the Cultural History of Hellenism,Simon Goldhill,3.4,521011760,9.78052E+12,eng,334,10,1
1805,Foucault's Virginity: Ancient Erotic Fiction & the History of Sexuality (Stanford Memorial Lecture),Simon Goldhill,3.75,521479347,9.78052E+12,eng,212,11,0
1814,2012: The Return of Quetzalcoatl,Daniel Pinchbeck,3.41,1585424838,9.78159E+12,en-US,408,1395,219
1815,Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck-Lee Fukui,4.06,767907434,9.78077E+12,en-US,336,2700,167
1817,Breaking Open the Head: A Psychedelic Journey from Cynicism to Shamanism,Daniel Pinchbeck,4.06,7149611,9.78001E+12,eng,336,46,2
1823,Them: Adventures with Extremists,Jon Ronson,3.95,743233212,9.78074E+12,eng,336,11066,778
1824,The Men Who Stare at Goats,Jon Ronson,3.6,743270606,9.78074E+12,eng,259,9956,858
1839,Guns  Germs and Steel: The Fates of Human Societies,Jared Diamond,4.02,393061310,9.78039E+12,eng,518,4269,405
1841,Armas  gérmenes y acero,Jared Diamond,4.02,848306667X,9.78848E+12,spa,588,175,23
1842,Guns  Germs  and Steel: The Fates of Human Societies,Jared Diamond,4.02,739467352,9.78074E+12,eng,425,215744,7775
1843,Caught Inside: A Surfer's Year on the California Coast,Daniel Duane,3.87,865475091,9.78087E+12,eng,256,603,60
1845,Into the Wild,Jon Krakauer,3.97,385486804,9.78039E+12,eng,207,754275,17497
1846,Wild at Heart: Discovering the Secret of a Man's Soul,John Eldredge,3.92,785268839,9.78079E+12,eng,256,55195,1515
1848,Wild Swans: Three Daughters of China,Jung Chang,4.25,743246985,9.78074E+12,eng,562,69142,4103
1849,Wild Fire (John Corey  #4),Nelson DeMille,4,044657967X,9.78045E+12,eng,519,20270,917
1850,Born to Be Wild,Catherine Coulter,3.78,515142395,9.78052E+12,eng,354,2403,112
1852,The Call of the Wild,Jack London,3.85,439227143,9.78044E+12,eng,172,255627,6478
1853,Wild About Books,Judy Sierra-Marc Brown,4.17,037582538X,9.78038E+12,eng,40,4372,366
1856,In Web Design for Libraries,Charles P. Rubenstein,2.67,1591583667,9.78159E+12,eng,196,9,2
1869,Nickel and Dimed: On (Not) Getting by in America,Barbara Ehrenreich,3.62,805063897,9.78081E+12,eng,240,163279,5673
1875,The History of Sexuality  Volume 1: An Introduction,Michel Foucault-Robert Hurley,4.04,679724699,9.78068E+12,eng,176,14218,508
1877,The History of Sexuality 1: An Introduction,Michel Foucault-Robert Hurley,4.04,394417755,9.78039E+12,eng,168,14,3
1878,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault-Robert Hurley,4.07,394751221,9.78039E+12,eng,304,2827,68
1879,The History of Sexuality  Volume 1: The Will to Knowledge,Michel Foucault-Robert Hurley,4.04,140268685,9.78014E+12,eng,168,286,25
1883,The History of Sexuality  Volume 2: The Use of Pleasure,Michel Foucault-Robert Hurley,4.07,140137343,9.78014E+12,eng,304,47,2
1886,Pride and Prejudice,Jane Austen-Tony Tanner-Vivien Jones,4.25,141439513,9.78014E+12,eng,480,11552,1170
1887,The Making of Pride and Prejudice,Sue Birtwistle-Sue Conklin-Susie Conklin,4.43,014025157X,9.78014E+12,eng,128,3860,96
1888,Pride and Prejudice,Jane Austen,4.25,192802380,9.78019E+12,eng,333,2369,259
1889,Pride & Prejudice,Jane Austen-Vivien Jones,4.25,143036238,9.78014E+12,eng,392,1779,209
1891,Pride and Prejudice,Jane Austen-George Saintsbury-Hugh  Thomson,4.25,486440915,9.78049E+12,eng,476,1131,167
1893,Pride and Prejudice,Jane Austen-Carol Howard,4.25,1593083246,9.78159E+12,eng,392,1563,166
1894,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.99,1400032806,9.7814E+12,eng,399,7271,1002
1896,Iceland: Land of the Sagas,David  Roberts-Jon Krakauer,3.72,375752676,9.78038E+12,eng,160,315,36
1898,Into Thin Air: A Personal Account of the Mount Everest Disaster,Jon Krakauer,4.15,385494785,9.78039E+12,eng,368,327791,11023
1899,Under The Banner Of Heaven,Jon Krakauer,3.99,965778401,9.78097E+12,eng,372,44,4
1902,In the Land of White Death: An Epic Story of Survival in the Siberian Arctic,Valerian Albanov-Jon Krakauer-David  Roberts-Alison Anderson-Валериан Альбанов,4,067978361X,9.78068E+12,eng,288,1836,124
1911,The World Is Flat: A Brief History of the Twenty-first Century,Thomas L. Friedman,3.68,374292795,9.78037E+12,eng,616,85459,2797
