ReviewText,Review,Recommend
এক কথায় অসাধারন খাবার :-) resonable price :-) bosar space arektu barale vhalo hoy.,5,TRUE
"খাবারের স্বাদ, পরিবেশ এবং পরিবেশনা সবই এখানে উচ্চমানের,,,,��� শুধু একদিকেই এটা একটু পিছীয়ে ,,��� আর তা হচ্ছে খাবারের মূল্য..��� #I_love_it",5,TRUE
Aaaro onnnk vlo hote Hobe........ Khabar khub ee baaje...... I don't like it...... Um sry......,2,FALSE
"আলহামদুলিল্লাহ্‌, এটি হালাল খাবারের অন্যতম প্রতিষ্ঠান।",5,TRUE
এক কথায় lazawab �................................. 10/10,5,TRUE
Great food with reasonable price. Please continue the same quality. Best wishes..🎉,5,TRUE
taste and quantity was not up to the mark.,5,TRUE
"Good food at a reasonable price. I'd like to mention about the chowmein which is absolutely perfect,hope they will maintain its quality. The thai thick soup was perfect before,but I think now it kinda lost its perfection. Hope you'll bring back its perfection. The interior is worth appreciation.",4,TRUE
"Whtever we tasted,all of them were awesome,specially there nachos was beyond expectations ..most probably the best restaurant in our Rampura Banashree area",3,FALSE
Well food with reasonable price. But service should be more improved.,5,TRUE
"Good food,but not all itmes available",5,TRUE
Little one create a page.thinking they are trying to do the best.,5,TRUE
"Food Was Delicious And Awesome Fan Hoye Gechi Price And Food Quality, Quantities Dekhe😊 Sobar E akbar jawa uchit specially Burger and mojitor jonno😋",4,TRUE
Yesterday i bought a pizza. Its good! Recommended!,5,TRUE
Bbq burger offer ta video te dekhe gelam taco te parcel nite...bashai ashe dekhi the burger was tatseless even the quantity was not same as shown in the video.,3,FALSE
Average.,4,TRUE
Apder page niye valo comment korte parlm naa karon apnader service temon valo naa r potato wedges khaicilam oitar taste eto baje hobe vhabte pari ni...Potato wedges gula pray sob gulie uncooked chilo. boil hoy ni thik moto,3,FALSE
"Special Coffee. I enjoyed....... :) You will love to spend few moments here. Cool Place to Hangout. Nice Interior design. ** Just visit the Restaurant, and get 10% Discount on each items **",5,TRUE
খাবার গুলো খুবই টেস্টি😋😋& nice place 🙂☺,4,TRUE
today I had a taco & a thai soup..I just loved it.. it was really good ���,5,TRUE
"Quality,Quantity,Environment & Behaviour sob e ak kothay osadharon. Best of luck for Mr. Taco Cafe. Go Ahead :)",5,TRUE
"Quality,Quantity,Environment & Behaviour sob e ak kothay osadharon. Best of luck for Mr. Taco Cafe.",5,TRUE
Nice environment to enjoy the evening and have some food.,5,TRUE
Ite nice place to eonjoy the difrent tast food.ok,5,TRUE
good quality food............. ....!................,5,TRUE
Rhkklkjpjhlffoihipihpouuoiupojpljjkkllkkbjilpknklkllllllljkklllkjiookjvhkjhjjjkjjkhjjjjkkjkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkllklkkkkllllllkkkkkkjkkkkkkkkklkkkkkkkkkkkkkklkkkkkkkkkkllllklllll,1,FALSE
"ai niye 3bar mr taaco te khelam... khabar guli khubi majadar,,,",5,TRUE
food is good and behavior also good..... nice place,4,TRUE
S-----O SWEET!!!! NEAT & CLEAN!!! & MOST LOVELY PLACE!!!! I LOVE CURRY HOUSE VERY MUCH!!!♥♥,3,FALSE
Have been here couple of times. Serves great food and has a good ambiance too.,4,TRUE
totally disgraceful when your expectation was high :(,4,TRUE
"Yesterday evening at 9 I went there with my family, we took a full platter (4 person). Food was good, but I ordered a fried chicken as parcel along with the food left after we ate. After I get back home I found that all the fried chicken is not given along with the other foods. But I paid for it. They should be more careful about what they are getting paid and what they ate delivering.",3,FALSE
"Have tried their Signature Biriyani, and the Hydrabadi Biriyani too. Signature one tastes great, but I didn't like the hydrabadi one. Mutton of the biriyani was not well cooked, and I could get the raw smell of meat from that one. But the Signature one is a must try. Also their hospitality was A class, all of their staffs are well mannered. Also the interior is pretty much impressive. Price might seem a bit high comparing to others those serving traditional Indian food, but the quantity is well enough. They say the Indian dishes are single serving, but it seemed a bit much for a person to me. Next time I want to try their Chinese cuisine. Hope it will not be a disappointing one. P.S. Though15% service charge and VAT was not included with the price in their menu, for some reason it was not charged to me.",4,TRUE
"Nice place to dine out having cool environment, good & disciplined staffs, extraordinary good services, very much tasty, awesome & yummy foods. Come back soon, & Many times.",5,TRUE
Delicious food with reasonable price..the services are excellent..& of course i'll come there again..I just loved it..& obviously the decorations of the restaurant are awesome..,5,TRUE
"the worst service ever! waiters act like they don't know what they are here for, no clue of what's on the menu and the hydrabadi biriyani we took away, they didn't provide with the sides. i mean seriously!",1,FALSE
"I really liked the way they communicate with the people. They are really trust worthy for hosting any ceremony. Even their food quality and taste is unimaginably amazing. I am fully satisfied with them. Keep it up, big like",5,TRUE
Poor food quality & worst service ever. The food were rotten also musty. The waiters were so late to serve food but very fast to take the bills. After serving food they were just wandering around us like when will we finish and leave the restaurant. bloody nonsense people and cheap quality foods though price were very high!. I will never ever go there.,1,FALSE
"First time i went there with my family. Most of restaurants of our surrounding area already we enjoyed. From many days I planned to enjoy their (environment & foods) the Curry house. At last last holiday dated 21 February 2017 we complete our passion. Yaaaa nice environment, nice reception, service & also their foods which we choose. All of you want to taste it.",4,TRUE
best in Dhaka city,5,TRUE
"It's a nice place to dine out having cool environment,well mannered staffs,extraordinarily good services & most importantly very much tasty foods �",5,TRUE
"Food quality is not up to that expected level. Price is relatively costlier than that of the same standard restaurant. Specially, we ordered Dal in our menu, which was stale.",3,FALSE
love their afgani biriyani....but today percel thru foodpanda was disappointing.....they give only 1 packet achar and 1 packet peyaj_chatni with 6 packet biriyani....I hope you guys will be more sincere while making percels,4,TRUE
It's really nice and tidy restaurant with fantastic welcome drinks. Foods are very tasty 😋. Love it 😍,5,TRUE
"Overall, the food is awesome and the ambience is very good.",5,TRUE
Loved the food. They are in my assumption one of the best restaurants over dhaka specially the malibagh shantinagar area..,5,TRUE
Chinese platter was good. very much affordable.liked the interior also :D,4,TRUE
their food was awesome.I just loved their food.all the best.hope they will provide quality food all time.,5,TRUE
"It's interior design, decoration, their hospitality, their food's quality & obviously it's qualityfull service impressed me very much...",5,TRUE
"The worst food, worst service. but the prices are high খাবার যে কি রকম বাজে আর জঘন্য হতে পারে, এর প্রমাণ The Curry House",1,FALSE
Food quality is excellent and their service is good as well.,5,TRUE
price was too high... so its nt very favorable for students.. taste was good.,2,FALSE
"Nice place, good environment specially the decoration... goog food the only problem is the malibagh road -_- overall i liked it!!",4,TRUE
Service and food both are really good!! it's a must 5 star rating! :),5,TRUE
Loved their thai soup & wonton! The taste was really good. :),5,TRUE
It's a good restaurant in this area. This is third time I visited this restaurant. I like it.,4,TRUE
A nice restaurant to eat with satisfaction in team!,5,TRUE
Chinese platter was good. very much affordable. liked the interior also :D,5,TRUE
worst food ever -__- soup ta ato baaje..chicken ta motamoti,1,FALSE
food was good and nice interior.Hope for the best.,4,TRUE
food is awesome 10 of 10,5,TRUE
Their foods are tasty. But expensive. Overall good.,4,TRUE
Environment :8/10 Service: 8/10 Item Name: Welcome drink Taste: 5/10 Price : Complementary... Item Name : Chinese Platter Quantity : Half Platter(2persons) Price: 999taka Chinese Platter: 1. Wrapped Prawns Taste: 5/10 2. Thai Mixed Fried Rice Taste: 7/10 3. TCH. Signature Chowmein Taste: 6/10 4. Manchurian Chicken Taste: 4.5/10 5. Dry Chili Beef Taste: (-10/10) 6. Thai Mixed Vegetables Taste: 2/10 7. Ice-Cream( Vanilla / Chocolate) Taste: 5/10 8. Soft Drinks or Mineral Water Taste: Usual,2,FALSE
"Very good hospitality , especially Mr.Munna extremely cordial and food was succulent.",5,TRUE
Quantity needs to be increased..Quality is not upto the mark either..Immediate improvements are required :),3,FALSE
Food is so testy....yummmy chiness item...and welcome drinks is awesome,5,TRUE
Furnished interior is good . food and service is awesome.....,3,FALSE
love tht GUJRATI VEGETABLE in indian set menu.very well decoration & specially the wood made staris.,5,TRUE
Good quality food. But service is not up to the mark.,4,TRUE
Place r beautiful... Test was too good.. Also well behavior ... Price reasonable :),3,FALSE
Tried hydrabadi briyani...tastes nt so good! Environment and service is good,3,FALSE
আমার জন্মদিনকে কারি হাুউজে অত্যন্ত আন্তরিক পরিবেশে উদযাপন করার জন্য আমার প্রিয় পরিবারের সকল সদস্যদেরকে অনেক অনেক ধন্যবাদ। মহান আল্লাহ তোমাদের সবার মঙল করুক এবং জীবনে প্রতিষ্ঠিত করে সুখি জীবন দান করুক আমিন!,5,TRUE
খাবার গুলো মজাদার। পরিবেশ ও সুন্দর। ভালো লেগেছে।,5,TRUE
I food was tasty ���...........................,4,TRUE
Food quality too good.,5,TRUE
Overrated Quality 10/7 Environment 10/8 Price :High,3,FALSE
"আমি চির তরে দুরে চলে যাব,তবু আমারে দেবনা ভুলিতে।",5,TRUE
"WORST SERVICE,WORST FOOD AND PRICE IS TOO HIGH !!!!! >:O >:O >:O",1,FALSE
Most delicious Burger in town!,4,TRUE
"Alhamdulillah.Totally satisfied with their "" Mighty cheese delight"" thnx captain cook 5 stars",5,TRUE
"I tried their chicken cheesy burger, Mirzafar burger (chicken) and fries on 2 different occasions and have nothing negative to say. Although I tried only 3-4 burger joints in Dhaka, easy to say they are the best when it comes to price and taste. They are affordable and buy 2 get 1 free is the best deal out there!",5,TRUE
One of the best Burger restaurant in Dhaka. #CaptainCook,4,TRUE
"I tried their Signature Beef and Bacon burger. It was absolutely amazing. Solid, well cooked beef patties topped with tender beef strips and the perfect balance of cheese and special sauce. Fresh lettuce, tomato slice and crisp buns made the experience even better. Captain Cook burger is my go-to burger place whenever I go to Shimanto Squire , Dhanmondhi. Please give them a try.",5,TRUE
"This is a great fast food place. I mean it. The food was great. Not too expensive. They have a very classy Burger on menu Like Mr.Pounder & Mr.Alexander. The food serving time was moderate even when it was crowded. I liked that when I asked for water, they also gave me glasses with water not only the bottle. I think they deserve 5 stars. Peace Captain Cook.",5,TRUE
Captain Cook Dhaka is amazing! Honestly good service and has an unbelievable cheese chicken burger that you could die for and is an all round good restaurant for all ages.this is one of the best restaurants I could ever visit.,5,TRUE
"Comparing to the price the Double Quarter Pounder burger was so yuumy !!! They were humble enough to go to each table to ask if everything was okay. If you're hungry,on a budget and want to have a good bite of burger this is the place !",5,TRUE
Captain Cook special Mr.Pounder beef is great with Jalapeno and garlic sauce. Patty was great. Juicy enough to make a mess. Spicy enough to make you cry. Place is nice for Hangouts. Chill ambient. Sky view is great. Price is 9/10 Worth the experience and the food.,5,TRUE
Best burger in the town so far with relatively low price. The Original Fikamoli burger is so juicy and cheesy on the top. Delighted to have such good taste of burger in Shimanto Squire Dhanmondhi. Thank you Captain Cook.,5,TRUE
Best burger in the town so far with relatively low price. The burger is so juicy and cheesy on the top. Delighted to have such good taste of burger in Dhanmondhi.,5,TRUE
"Their service is so fast. They are so polite with every customer. I visted their restaurant yestarday. They have respected me alot. Also give me a discount. I am so satisfied with their service. And, the burger was so delicious and juicy.. :) I would like suggest everyone to visit their restaurant..",5,TRUE
The burgers are decently priced and are value for money. The Patty wasn't dry and was well marinated. Decent amount of cheese was there. Overall it was great. Would really like to try their other meals as well. Thank you Captain Cook.,5,TRUE
"Quality of food, service & environment wear great. Best place to pass some quality time with quality food.Visit this place, surely you'll love it.",5,TRUE
"Tried the signature Beef & Bacon burger and sandwiches, and I have to say I totally loved it :D Very ambient environment, good for hangouts and great food.",5,TRUE
This place is my recent favorite. Love their Mr.Mirjafar Burger specially. Been there four times already for this. The staff's behavior is really good. Gonna visit again :) Thank you Captain Cook Restaurant.,5,TRUE
The burger taste 9/10 compare their price.The price are so much low & taste is awesome.All burger lover should go there. #CaptainCook #MrAlexanderBurger #MrMirjafarBurger,5,TRUE
"Except the environment, everything is awesome...there Mr. Alexander burger is really the best till now I have tasted...A 5* for there burger ���",5,TRUE
Must go place for Burger lovers specially! I'm impressed with their Mr.Pounder Burger and Hot buffalo wings. Keep your quality best Captain Cook.,5,TRUE
I liked their food quality. Tried the bbq beef burger. It was much tastier than reknowned burger chains!! Good luck for the future!,5,TRUE
"great burger shop in dhanmondi area, wish captain cook all the best.",5,TRUE
Mind blowing Experience with their new comer Mr.Mirjafar Burger also they make pure snickers shake. so today is dedicated to Captain Cook. Good job Guy z.,5,TRUE
"Best burgar in the city, Mr.Mirjafar Burger is mind blowing.... and the price is reasonble as well...Thank You Captain Cook Dhaka.",5,TRUE
"Best student friendly burger restaurant in Dhanmondhi, surprised me as a burger lover ""They have back to school campaign for students "".Amazing.",5,TRUE
Captain Cook is one of the best Restaurant of Dhaka City. Well decorated Restaurant & Food Taste is different. Their Service & their behavior are their big asset..... 👌👌👌,5,TRUE
The chicken cheese burger and the regular french fries.....love it!!!,5,TRUE
Food is awsome....behaviour is good....moreover nice place to have tummy happy...😊,5,TRUE
Mr.Mirjafar is just mind blowing also KitKat shake make me fresh. Love you Captain Cook.,5,TRUE
"First of all their food and environment is awesome ! i tried their famous Royal Sudani Burger and Snickers Shake, Mind blowing test ""Honestly"". Love & Wishes for Captain Cook.",5,TRUE
"That is why i always came here in shimanto squire, Love this burger shop called Captain Cook.",5,TRUE
Wow... Havvy tasty food and excelent location.Captain cook is the most famous resturent in the dhaka city.,5,TRUE
One of the best burger centric company in Bangladesh.,5,TRUE
Good place to hangout with friends and others. ...........,5,TRUE
"Awsome people, excellent service, I just spend some good times of mine here.. It makes me relax...",5,TRUE
carry on with such beginning quality and maintain the standard always. All the best.,5,TRUE
Excellent food with reasonable price! Good luck for their future journey! :),5,TRUE
"Honestly, Dhanmondhi got a new Burger Jaiant. Hope they will keep their good reputation.",5,TRUE
Captain Cook Dhaka is really awesome...burgers are super tasty😊👌,5,TRUE
I wish Captain Cook all the very best . Keep it up.,5,TRUE
Too good for Burger and Fries! Amazing Burgers Like Mr.Pounder Mr.Mirjafar Just wow!,5,TRUE
wow!! services is excellent Love it very beautiful and welplaced,5,TRUE
New sensation of delicious food. just wow,5,TRUE
Another burger heaven in Dhanmondhi.,5,TRUE
I want to listed Captain Cook in top 5.,5,TRUE
The Burger of this restaurant is very nice...,5,TRUE
"Naga burger is just mind blowing..,",5,TRUE
Wow! Superv quality service with quality products.,5,TRUE
"Great Burger restaurant with Most unique product Line up, keep improving Captain Cook.",5,TRUE
I think it's can make good food,5,TRUE
Captain Cook! Its prove They have genius Chef. Really They are awesome.,5,TRUE
Best in Shimanto Squire Dhanmondhi. Service 9.5/10 Taste 8.5/10,5,TRUE
Best rooftop burger restaurant.,5,TRUE
Best of best.,5,TRUE
best one.,5,TRUE
Best in town.,5,TRUE
great.,5,TRUE
goood.,5,TRUE
goodness.,5,TRUE
Well done,5,TRUE
আমি নরমালি কখনোই রিভিউ দেই না ...কারণ সুন্দর করিয়া লিখা আমার কর্ম নহে ... :P যাইহোক আমি মোটেও বার্গার খাদক নই বিরানি খাদক....তবু ক্যাপটেন কুক এ এক বার খাবার পর প্রায় এ যাওয়া হয় ...বার্গার এর টানে কাছে আনে অবস্থা ... :P আজো ওই ভালোবাসায় যাওয়া ... পকেটের টাকা করতে হাওয়া ... :( যাইহোক অর্ডার দিয়েছিলাম চিকেন চিজ বার্গার টা ...বলে রাখি আজকে প্রচুর রাশ ছিল ....তো বসে থাকার পর দেখি বার্গার আসছে .. :D খুলে দেখি চিজ নাই ... :/ কমপ্লেইন জানালাম ....সাথে সাথে উনারা এসে বললো ভুলে স্মোকি ...,5,TRUE
"অনেকদিন পর সীমান্ত স্কয়ারে যাওয়া পুরোপুরি সারথক। মনে হচ্ছে ক্যাপটেন কুক টেক আউট এর জায়গাটা নিতে পারবে, কিপ ইট আপ।",5,TRUE
খাবার খুবই ভালো। স্ট্যান্ডার্ড মানের... সময়টা ভালো ছিলো �,5,TRUE
ফুড কোয়ালিটি টা খুব ভালো। ওভার অল সকল বিহেভিয়ার ভালো ☺,5,TRUE
"Few days ago, I visited this burger shop. just amazing.",5,TRUE
Delicious Burger shop in Dhanmondi.,5,TRUE
"Honestly good service and has unbelievable cheese beef burger, wow!",5,TRUE
better food.,5,TRUE
One of the best burger hous in Dhanmondi Shimanto Square. price Was Amazing. Best Food Quality.,5,TRUE
Quality is the main reason to love this Burger shop.,5,TRUE
Had a great burger after long time. The chicken cheese extra spicy was out of the world. Thank you Captain Cook. :),5,TRUE
One of the best burger shop in the town.. I must say they've the best environment to enjoy with friends and family.. Their burger is super delicious. My Best wishes for Captain cook.,5,TRUE
Best one.,5,TRUE
"Awesome food, nice environment... I have tasted every burger from Captain Cook all tasted delicious � and the stuffs are very fast to deliver food. Will go there again ....",5,TRUE
"Right now best burger shop In Dhanmondhi, Specially for students.",5,TRUE
very goop food,5,TRUE
A good place to have a satisfying meal. The food was very tasty and their service was amazing! The price is reasonable too! Rating=9.5/10,5,TRUE
A good place to have a satisfying meal. The food was very tasty and their service was amazing! The price is reasonable too! Will visit again soon In Sha Allah.,5,TRUE
"If I could give 500 stars, I would. We went there today for a late lunch, famished, ordered the set menu 1 and a pasta basta. To our delight, the pasta is oven baked. Right after they served, to my delight yet again, the amount was enough to fill my hungry stomach. Just amazing!",5,TRUE
Great restaurant with nice behaviour...............,5,TRUE
"The Double Quarter Pounder burger was so tasty... If you're hungry,on a budget and want to have a good bite of burger this is the right place...!",5,TRUE
ONE OF THE BEST IN FAST FOOD SECTOR. HOPE YOU WILL KEEP QUALITY HIGH!,5,TRUE
"Best BBQ rice& burgers in Bangladesh. All their burgers are juicy and super tasty. Some must try burgers are Barbecue Radiation (Beef) and Say Cheese (Chicken). All the ingredients in all their burgers are so perfectly blended with each other that it will literally grow you addiction towards burgers. Finally, I'd recommend this place to all the burger lovers because if you don't try it, your lives will remain incomplete.",5,TRUE
A wonderful restaurant with wonderful food quality. Captain Cook is one of the best.,5,TRUE
"One of the Best FoodCourt restaurant in Dhaka, Bangladesh. beautiful weather.",5,TRUE
"Simply the Best for Burger... <3 Taste, Price, Environment, Service, Behavior; satisfactory & more good enough than others... :)",5,TRUE
Worst place ever... it is a common place for eve-teasers... so girls visit at your own risk because u might be harassed and the incompetent staffs will just be watching..,1,FALSE
"Worst place ever...since it is a common place for eve-teasers... so girls visit at your own risk because u might be harassed and the ignorant staffs will give preferences to their frequent visitors, who are jerks.",1,FALSE
One Of the worst food I have ever Eat in my whole life. Better not to go there. Horrible place to eat.,1,FALSE
Extremely bad chow mein. They were good before Ramadan. Their food is absolutely horrible now.,1,FALSE
Aikhankar staff ra customer der harassment kore. Don't go there. And also some of the staff brings their eve teaser friends in here and those low life teasers keeps harassing the girls. Absolutely not a safe place for girls.,1,FALSE
Risky place for girls as eve-teasers openly tease and employees do not utter a word. Such place should be avoided as they can not ensure safety.,1,FALSE
Breeding ground for eve-teasers. Girls should steer clear from this place. Guys should also ignore such places that cannot ensure people's safety!,1,FALSE
Price is little bit higher compared to the service and environment. Food quality and taste is up to the mark.,4,TRUE
Hate this place as they support eve teaser rather than supporting the victims..girls should avoid this place must.,1,FALSE
A very disgusting environment filled with creeps. The staff doesn't do anything about it. Not a safe place for women. Shit momos.,1,FALSE
Girls should be careful if they visit yo momos because if u face any eve teaser there they will not come forward they will not give u any support !! Shame on yo momos,1,FALSE
This place hosts potential rapists and eve teasers.,1,FALSE
Creepy people harass girls inside restaurant. The concerns don’t take any step. Worst ever,1,FALSE
you know very well why you are getting this one star..,1,FALSE
"price quite higher, service absolutely poor, delivery time just bullshit",1,FALSE
I loved the momo and the service. Only thing missing was an air-conditioning as it was crazy hot!,4,TRUE
"Very tasty food, price is very cheap but Fortunately not the quality of food, cost effective for students.",4,TRUE
Food is good. But please change your cashier his behavior towards customer is very bad.,4,TRUE
Awesome foods at the most reasonable price ... !!,5,TRUE
"Value for money,good food. Should include more items",5,TRUE
Amusing food.. place and service is not ok. price Accurate.,5,TRUE
Good food with reasonable price.. I like it very much..��,4,TRUE
nice food and nice test....but service is not ok....,4,TRUE
An extra Star for the Momo. Presentation was ok. Services need to improve.,4,TRUE
wari food lounge food is not bad but the servise is bad ��,1,FALSE
nice place tasty food good behaviour recent favourite place 😘😘😘😘,4,TRUE
it will be a brand insha-allah... all in one....,5,TRUE
really nice and tasty foods.,4,TRUE
11 days left for enjoying d delicious & various food in Wari Food Lounge.Don't miss d chance,5,TRUE
"Eagerly waiting for mouthwatering , delicious and most importantly hygiene maintained quality food ! Keep going.. Best of luck..",5,TRUE
Nice place.. Their behavior too much good,4,TRUE
Eagerly waiting for grand opening...best of luck💃💃💃💃,5,TRUE
"Reasonable price,Testy food,decoration nice,just valoi lagse.",3,FALSE
Good food .decorate nice .service good .price o thik achay .sobchay valo no vat,5,TRUE
Good experience indeed! will love to go there again! The hospitality & service was actually appreciative.,4,TRUE
Very good restaurant. Foods are so delicious and yummy. Very friendly environment and cordial hospitality.,5,TRUE
The decoration of you restaurant is nice. And i liked your pasta basta.it was yamme!!! ���,5,TRUE
"They serve quickly, yummy food and good quantity.",3,FALSE
"as a new restaurant, their hospitality was great and food taste was awesome.",5,TRUE
OMG !! mind-blowing food and decoration and very excellent service. I hope BC will be keep our expectation continuously.,4,TRUE
"In one word #Awesome Environment, decoration hospitality #Alhamdulillah �",5,TRUE
"very tasty food, nice ambience and well behaved.",4,TRUE
Test food & nice display,5,TRUE
noodles and pasta ta onk testy ❤,4,TRUE
Awesome,5,TRUE
The Chicken burger is awesome...love to taste it everyday.,5,TRUE
this is really good to take and their service is very much better,5,TRUE
Bd te 1st time ato mojar burger khelam.... unbelievable ...too good,3,FALSE
I ma very very disappointed with this food center ... i ordered a Burger and Lemon Soda... Burger was okay enough but Lemon soda was way too disgusting .... simply it was just as salty saline ... i even requested them to ask if there was any mistake and to check ... but they said that's how they make Lemon Soda ... trust me i am so pissed off ... Worst Lemon Soda ever ....,1,FALSE
It's unhygienic environment and very very poor customer service... Please don't go...,1,FALSE
Tast and behave all are good. self service. Especially burger.,5,TRUE
It's good,5,TRUE
":/ didn't serve enough sauce for 4.. asked for extra sauce, he just gave half of a tea spoon!! LoL",2,FALSE
Food quality: very good Price: good Environment: Ok Service: very good...,5,TRUE
"One of the bests :D Burger, pizza, Allo Porata...just awesome :D",5,TRUE
Best burger in town � Especially alif burger ta ��,5,TRUE
Crispy chicken burger ummm man yummy And its only 40tk Superb !!,5,TRUE
"খাবারের অাইটেমগুলা কিউট ছিলো <3 লিটিল সাইজ :) :D প্রাইস রিজেনবল,পরিবেশ অার দশটা ভালো রেস্টুরেন্টের মতই কোয়ালিটিফুল এভারেজে বলতে গেলে ভালো <3 :) রিকোয়েস্ট থাকবে জনপ্রিয়তা বেড়ে গেলে খাবারের কোয়ালিটি,স্বাদ যাতে লো না হয় অার প্রাইস লেভেল অাবার যাতে high না হয়ে যায়..... এটাই কাস্টমারের প্রত্যাশা :) :) :) :)",5,TRUE
Great taste...but regular burger size ta rektu boro hoile valo hoito,4,TRUE
"The pizza was Fucking Horrible, How could you call that thing 'pizza'??",1,FALSE
Too much awesome and taste at it's best :D Keep going. A regular consumer :),5,TRUE
Manik bhai rocks!!!!!! Simply awesome.. Especially the burger and the pizza :D,5,TRUE
taste at it's best :D \m/,5,TRUE
I loved the ALIF BURGER....�� অস্থির টেস্ট... Must try...��,5,TRUE
"Awsome Taste, Platter a is a bomb shell of hot spicy eat on your own responsibility 😝😝😝😝😝😝. Recommended",5,TRUE
good food. service is also good,5,TRUE
"We often go to Hakka Dhaka Baily Road and every time we go there we're always very pleased with their service. The quality of their food is excellent specially the mega platter, dumplings, hot wings and kulfi are mouth-watering delicious. Along with the food Hakka Dhaka Baily Road also has a very warm, friendly and inviting environment with excellent customer service. Specially I always appreciate Saim's service, who recently got promoted to branch manager. He has always pleased us a lot. Congratulations to him for his success, the staff working under him are also pretty good, Saim is managing his branch pretty well. Today Nahid's service also pleased us. It's an amazing restaurant with great food, me and my family love this place. Wishing them all the best.",5,TRUE
"The newly imposed VAT and reduced amount of food is surely disappointing.. I used to dine in frequently.. but yesterday whatever I got in Mega Platter for 4 which is now 4600tk, was so less in quantity which doesnot serve our hunger.. every item has served in half amount compared to previous dine in experience..",1,FALSE
"I loved the mega platter; the beef soup and hakka corn soup too. Very delicious , different taste. A full platter is more than sufficient for 4 persons, 5 can also eat. Very reasonable price. The Dhanmondi location is also good, though narrow and noisy. Staffs are friendly.",5,TRUE
Really tasty food with reasonable price,4,TRUE
"I love their Food.. The behaviour of their employees is very friendly & well behaved.. I was the customer from their Banani Branch.. After my MBA class we hangout there maximum time.. Now baily road branch make it more easy... There environment, service is really so good..",5,TRUE
Best among peer restaurants. It never disappoints or compromise in taste.,5,TRUE
"It was a great experience indeed. The platter was too good. The beef,rice& prawn was really tasty & delicious.I was fully satisfied.Only the culfi was little bit costly. I will recommend you all to have a test of your foods",5,TRUE
first of all i thanks to saim bhaiya from bailey road branch.he is kind enough and good at behavior. and the food was delicious.just love this place. ❤,4,TRUE
I went there today with 18 colleagues of mine. The food was great and so was the hospitality. Highly recommend it for corporate get-togethers. Very much impressed with their service and food quality.,5,TRUE
"Very very disappointed with the food they provided. We took Classic platter (for 2 people - 1500 BDT). Egg fried rice was oily and soggy. Beef chili onion was horrible, burnt taste, too much sweet, very watery & unpalatable. Sweet and sour prawn was unpalatable also, very soggy prawn coating, too much sour and rubbery. Fried chicken pieces were very small. Worst platter experience I ever had. Definitely not recommending the Baily road branch.",1,FALSE
"Really disappointed with recent 499 bogo meal. You have just served one meal in a 2 plates, quantity is very low.",1,FALSE
"Horrible 'iced tea' at Bailey road branch!! We ordered not to give extra ice on iced tea, they served us boiling tea and then tried to convince us how this is our fault for not wanting it cold. Best was when they put some ice cubes on the boiling tea in an attempt to make it cold. Disappointed.",2,FALSE
I just love the spicy goodness of hakka dhaka..the environment is also very good..you guys are the best niggs.,5,TRUE
The magic formula of any successful businesses is to treat customers like guests. There’s no doubt that Hakka Dhaka doing this great. Best wishes! ❤️,5,TRUE
"Loved the ambiance & the service was good too. Food was good, Really one of the best restaurant in Dhaka..would recommend everyone to go to this place.. Service has been the best.. Really deserve five stars..keep it up!!will come back again. :)",5,TRUE
Really good food. & friends enjoy Hakka ..,5,TRUE
"We took mega platter.We were 6 n ordered 1 full mega platter n 1 half.The food was extra ordinary n don't talk bout quantity.We couldnot finish.Specially that wrapped prawn n kulfi just took our mind away.Though price was extraordinary like food :p, the taste was splendid.",5,TRUE
after 25mins from order the waiter told me they gave my food to someone else! service sucks!,2,FALSE
Best food i have ever tasted. ��� Every item is delicious on its own... � My first preference always ���,5,TRUE
Really enjoyed the meal a lot.,4,TRUE
I love the taste of every item here ♥♥♥ Especially cookies and cream shake ♥,5,TRUE
food -10/10 service-10/10..... and place wonderful ......,5,TRUE
"You guys should mention about minimum order when post any advertisement through Facebook. When I called for HAKKA LUNCHBOX, you are saying that minimum order is 1000/- coz it’s free delivery but both of these informations were not mentioned. Pls don’t mislead your customers.",1,FALSE
"I always loved the food of Hakka Dhaka as I was visiting you from the very beginning I guess. But today for ones I thought of rating you 4 instead of 5. Reason: I always liked your food because it was a different chinese. Hot & spicy. But today, (I visited you almost after an year) i didn’t get that spicy chinese.(specially the Mongolian beef). We can have Chinese in many other restaurants. But the taste you provided was incomparable to us. However, the food was good and the service was too good as always.",5,TRUE
Home delivery in my location Raja Bazar...which is very rare...the delivery man was also very polite...food was great as always...thanks a lot guys!,5,TRUE
The food was exquisite. Loved the service. The staff are really well behaved. The ambiance was amazing. Definitely coming back!,5,TRUE
"Went to Banani branch for dinner with family. Excellent service and nice environment. Food seemed little bit overpriced at first, but quality and taste was really good and well worth the price. I would recommend this place. I will definitely visit Banani branch again.",5,TRUE
Tasty food with good quality,4,TRUE
Review on Valentine's Meal: Loved their chicken wings which were given instead of rolls in Valentine's Meal since they ran out of rolls. The other items were okay. Although they couldn't serve kulfi in the meal as promised due to refrigerator problem and so served ice cream with complimentary one.,4,TRUE
Food and Environments are good,4,TRUE
Quality foods with nice service.keep it up,5,TRUE
wow testy tnx all my friends ✌,4,TRUE
